Age,Gender,Income,City,Employment,WorkHours,Commute,DinnersCooked,EnjoysCooking,CookingSkill,CookingChallenges,DinnerTime,WhoCooks,CuisinePreferences,MealType,NonVegFrequency,DietGoals,Allergies,HealthImportance,CalorieTracking,OrderFrequency,SpendOutside,SpendMealKit,PaymentMode,TryMealKit,DeliveryPref,MealFreqSub,DesiredFeatures,ContinueService,ReferService,ReferralIncentive
32,Female,50k–75k,Chennai,Student,10+,15–30 min,5–6,Only on weekends,3,"Don't enjoy it, Not cost-effective, Waste of ingredients, Portioning issues, Grocery hassle, No skills, No time, Too tired",8–9 PM,Partner,"Thai, Asian, Continental, North Indian, Chinese, Healthy Superfoods, South Indian",Non-Vegetarian,3–4,"Weight loss, Diabetes-friendly, Sustainable eating, Gluten-free, Muscle gain",None,4,Regularly,1–2 times,150–250,₹150,Credit Card,Definitely,Weekly batch,1–2,"No cleanup, Customizable, Nutrition labels, Easy cooking, Recipe variety, Loyalty points",Maybe,Definitely,Free meals
35,Female,75k–1L,Mumbai,Student,6–8,<15 min,3–4,Yes,3,"Waste of ingredients, No skills, Portioning issues, No time",8–9 PM,Partner,"Vegan, Italian, Fusion, Keto/High-protein, South Indian",Mixed,5+,"Immune boost, Sustainable eating, Gut health, Diabetes-friendly, High-protein, Low-carb, Low-calorie, Gluten-free",Lactose,4,Regularly,5+,150–250,₹200,Credit Card,Maybe,Weekly batch,3–4,"Recipe variety, No cleanup, Cancel-anytime, Easy cooking, Family plans, Loyalty points, Fast delivery, App-based tracking",Maybe,Maybe,Not important
45,Male,75k–1L,Bangalore,Full-time,6–8,15–30 min,1–2,Yes,2,"No ideas, Cleaning up, No time, Don't enjoy it, Not cost-effective",7–8 PM,Partner,"Fusion, Chinese, Asian, Vegan, South Indian, North Indian",Non-Vegetarian,5+,"Quick meal-prep, Immune boost, Low-carb, Weight loss, Diabetes-friendly, Gluten-free",None,4,Regularly,Never,150–250,₹150,Cash,Maybe,3x/week,1–2,"Cancel-anytime, Fast delivery, No cleanup, Loyalty points, Nutrition labels, Easy cooking, App-based tracking",Maybe,Definitely,Free meals
38,Male,30k–50k,Delhi NCR,Full-time,6–8,<15 min,5–6,Only on weekends,4,"Cleaning up, Too tired, Not cost-effective, Don't enjoy it, Portioning issues, No ideas",7–8 PM,Partner,"Vegan, Chinese, Asian, South Indian, North Indian, Italian, Keto/High-protein, Thai",Vegetarian,3–4,"Sustainable eating, Low-calorie, Balanced meals, Weight loss",None,5,Regularly,3–4 times,150–250,₹150,Debit Card,Definitely,On-demand,5–6,"Easy cooking, Recipe variety, Loyalty points, App-based tracking, Cancel-anytime, Family plans",Definitely,Maybe,Not important
36,Male,<30k,Mumbai,Full-time,8–10,60+ min,3–4,Only on weekends,1,"Not cost-effective, No time, Portioning issues, No skills, Waste of ingredients, Too tired, Cleaning up",Before 7 PM,Partner,"Italian, Keto/High-protein, North Indian, Thai, Vegan, Continental, Asian",Vegetarian,Never,"Balanced meals, Low-carb, Low-calorie, Gut health, Muscle gain, Quick meal-prep, Sustainable eating",None,5,Occasionally,3–4 times,150–250,₹150,Wallets,Definitely,Weekly batch,5–6,"Family plans, No cleanup, App-based tracking, Easy cooking",Maybe,Maybe,Not important
27,Female,1.5L+,Bangalore,Full-time,8–10,<15 min,3–4,No,3,"Don't enjoy it, Not cost-effective, No skills, Waste of ingredients",8–9 PM,Partner,"Keto/High-protein, Thai, South Indian, Continental, Fusion",Vegetarian,1–2,"Diabetes-friendly, Low-calorie, Sustainable eating, Immune boost, Gluten-free",None,3,Occasionally,1–2 times,150–250,₹300+,Cash,Definitely,Weekly batch,1–2,"Loyalty points, Cancel-anytime, Recipe variety, Nutrition labels, No cleanup, Fast delivery",Definitely,Definitely,Free meals
32,Female,75k–1L,Delhi NCR,Full-time,6–8,15–30 min,5–6,No,3,"Waste of ingredients, Too tired, Cleaning up, No skills, Don't enjoy it, No ideas",8–9 PM,Alternates,"Continental, Keto/High-protein, Healthy Superfoods, Vegan, Fusion, Mexican",Vegetarian,Never,"Diabetes-friendly, High-protein, Immune boost, Gluten-free, Low-calorie, Quick meal-prep",Lactose,4,Never,Never,150–250,₹250,Debit Card,Unlikely,Weekly batch,5–6,"Recipe variety, No cleanup, Fast delivery, App-based tracking, Loyalty points",Definitely,Definitely,Free meals
35,Male,1L–1.5L,Delhi NCR,Full-time,10+,<15 min,3–4,No,4,"Grocery hassle, No ideas, Portioning issues, No time",After 9 PM,Self,"Fusion, Vegan, Healthy Superfoods, Chinese, Keto/High-protein, Continental",Mixed,5+,"Low-calorie, Gluten-free, Immune boost, Low-carb",None,4,Regularly,3–4 times,150–250,₹250,UPI,Unlikely,Weekly batch,1–2,"Easy cooking, Cancel-anytime, Fast delivery, App-based tracking, Recipe variety, Nutrition labels, Family plans, Loyalty points",Maybe,Definitely,Not important
31,Female,50k–75k,Delhi NCR,Homemaker,8–10,30–60 min,1–2,Only on weekends,3,"Not cost-effective, Grocery hassle, Don't enjoy it, Portioning issues, Waste of ingredients, Too tired, No time, Cleaning up",8–9 PM,Hired help,"Fusion, Keto/High-protein, North Indian, Vegan, Continental",Mixed,5+,"Low-carb, Sustainable eating, Gut health, Quick meal-prep, Diabetes-friendly",None,5,Occasionally,1–2 times,150–250,₹200,UPI,Unlikely,Weekly batch,1–2,"No cleanup, Cancel-anytime, Easy cooking, Nutrition labels, App-based tracking, Fast delivery",Maybe,Maybe,Discounts
26,Male,30k–50k,Pune,Full-time,6–8,15–30 min,1–2,No,3,"No skills, Portioning issues, No time, Grocery hassle, No ideas",7–8 PM,Partner,"Chinese, Continental, Vegan, South Indian",Non-Vegetarian,Never,"Low-carb, High-protein, Immune boost, Balanced meals",None,4,Occasionally,1–2 times,250–400,₹150,Debit Card,Maybe,3x/week,5–6,"Customizable, Fast delivery, No cleanup, Loyalty points, Cancel-anytime, Family plans, Recipe variety",Maybe,Maybe,Free meals
31,Female,30k–50k,Mumbai,Consultant,8–10,15–30 min,3–4,Only on weekends,4,"Cleaning up, No ideas, No time, Don't enjoy it, Portioning issues, Too tired, No skills, Grocery hassle",7–8 PM,Self,"South Indian, Vegan, Italian, North Indian, Mexican, Chinese, Fusion",Eggetarian,1–2,"Weight loss, Muscle gain, Diabetes-friendly, Balanced meals, Sustainable eating, Gut health, Immune boost",None,3,Never,5+,150–250,₹150,UPI,Definitely,3x/week,3–4,"Customizable, Loyalty points, No cleanup, Fast delivery, Nutrition labels, App-based tracking, Family plans, Cancel-anytime",Maybe,Definitely,Discounts
33,Male,50k–75k,Bangalore,Full-time,6–8,60+ min,Daily,Only on weekends,2,"No ideas, Cleaning up, No time, Waste of ingredients, Not cost-effective",8–9 PM,Self,"Italian, Vegan, Healthy Superfoods, Asian, Fusion",Vegetarian,5+,"Weight loss, Balanced meals, Diabetes-friendly, Gluten-free, Low-carb, Quick meal-prep, Muscle gain",Lactose,4,Occasionally,5+,250–400,₹250,Wallets,Definitely,On-demand,1–2,"Family plans, Recipe variety, Cancel-anytime, No cleanup",Definitely,Definitely,Discounts
27,Male,1L–1.5L,Other,Freelancer,8–10,15–30 min,None,No,1,"Portioning issues, No ideas, Cleaning up, Waste of ingredients, No time",8–9 PM,Self,"Chinese, Healthy Superfoods, Mexican, Italian, Continental, North Indian, Asian",Mixed,3–4,"Gluten-free, Immune boost, Low-calorie, High-protein",None,5,Never,3–4 times,150–250,₹200,Debit Card,Definitely,Weekly batch,Daily,"Fast delivery, Recipe variety, Family plans, Nutrition labels, Cancel-anytime, Loyalty points",Definitely,Definitely,Not important
28,Female,50k–75k,Bangalore,Homemaker,<6,30–60 min,5–6,Yes,2,"Portioning issues, No ideas, No time, Not cost-effective, Grocery hassle",After 9 PM,Partner,"Keto/High-protein, Fusion, South Indian, Asian, Thai",Vegetarian,Never,"Immune boost, Balanced meals, Quick meal-prep, Gut health, Sustainable eating",None,1,Never,1–2 times,250–400,₹200,UPI,Definitely,Weekly batch,3–4,"App-based tracking, No cleanup, Loyalty points, Customizable",Maybe,Maybe,Discounts
29,Female,75k–1L,Other,Part-time,6–8,15–30 min,3–4,Only on weekends,1,"Cleaning up, Grocery hassle, Too tired, No time, Don't enjoy it",Before 7 PM,Parent,"Thai, Chinese, North Indian, Vegan, Italian, South Indian",Vegetarian,Never,"High-protein, Quick meal-prep, Immune boost, Gluten-free, Weight loss",None,5,Occasionally,1–2 times,>400,₹200,Credit Card,Unlikely,Weekly batch,5–6,"No cleanup, Recipe variety, Cancel-anytime, Customizable",Definitely,Definitely,Free meals
38,Female,50k–75k,Bangalore,Full-time,6–8,60+ min,3–4,Yes,2,"Portioning issues, No time, Grocery hassle, Cleaning up, No ideas, Don't enjoy it",Before 7 PM,Self,"Keto/High-protein, Chinese, Mexican, Fusion, North Indian, Thai",Mixed,5+,"Balanced meals, Quick meal-prep, Diabetes-friendly, Sustainable eating, Muscle gain, Weight loss, Immune boost, Low-calorie",None,5,Regularly,3–4 times,150–250,₹200,Debit Card,Maybe,Weekly batch,1–2,"Easy cooking, No cleanup, Loyalty points, Customizable, Recipe variety, App-based tracking",Definitely,Definitely,Discounts
37,Male,50k–75k,Bangalore,Homemaker,8–10,30–60 min,3–4,Yes,2,"Portioning issues, Cleaning up, Too tired, No ideas, Don't enjoy it, Waste of ingredients",After 9 PM,Alternates,"Keto/High-protein, Chinese, Thai, Healthy Superfoods, South Indian, Continental",Mixed,3–4,"Quick meal-prep, Immune boost, Gut health, Low-carb, Muscle gain, Balanced meals, Gluten-free",None,1,Occasionally,3–4 times,150–250,₹200,UPI,Definitely,Daily,5–6,"No cleanup, App-based tracking, Customizable, Nutrition labels, Family plans, Loyalty points, Cancel-anytime, Recipe variety",Maybe,Definitely,Not important
44,Prefer not to say,75k–1L,Bangalore,Freelancer,6–8,30–60 min,1–2,Yes,1,"No time, Not cost-effective, No ideas, Cleaning up",8–9 PM,Self,"North Indian, Mexican, Italian, Thai, Healthy Superfoods, South Indian, Asian",Non-Vegetarian,3–4,"Gluten-free, Sustainable eating, Quick meal-prep, Diabetes-friendly, Muscle gain, Weight loss",None,2,Regularly,1–2 times,150–250,₹200,Cash,Definitely,Weekly batch,3–4,"No cleanup, Fast delivery, Easy cooking, Cancel-anytime",Maybe,Definitely,Free meals
38,Male,50k–75k,Delhi NCR,Freelancer,6–8,15–30 min,1–2,No,5,"No time, Don't enjoy it, Portioning issues, Not cost-effective, Cleaning up, Grocery hassle, No skills",After 9 PM,Self,"Vegan, Thai, Chinese, Fusion, Italian, Healthy Superfoods",Vegetarian,Never,"Muscle gain, Immune boost, Gluten-free, Weight loss, Low-carb",None,5,Regularly,5+,150–250,₹250,UPI,Unlikely,3x/week,3–4,"Family plans, Recipe variety, Customizable, Fast delivery, Nutrition labels",Definitely,Definitely,Discounts
35,Female,75k–1L,Chennai,Homemaker,6–8,30–60 min,5–6,Yes,3,"No ideas, Grocery hassle, Portioning issues, Not cost-effective, Don't enjoy it, No time",7–8 PM,Parent,"Fusion, Keto/High-protein, Mexican, Healthy Superfoods",Mixed,Never,"Low-carb, Weight loss, Low-calorie, Immune boost, Gluten-free, Gut health",Eggs,4,Never,3–4 times,150–250,₹150,UPI,Maybe,On-demand,3–4,"No cleanup, Cancel-anytime, Fast delivery, Loyalty points, Easy cooking, Recipe variety",Definitely,Definitely,Discounts
36,Female,<30k,Mumbai,Full-time,6–8,<15 min,1–2,Yes,3,"Too tired, Cleaning up, Grocery hassle, Don't enjoy it",8–9 PM,Self,"Fusion, Continental, Mexican, Italian",Eggetarian,Never,"Diabetes-friendly, Sustainable eating, Quick meal-prep, Gluten-free, Muscle gain, High-protein, Gut health",Gluten,4,Occasionally,1–2 times,<150,₹300+,UPI,Definitely,Weekly batch,5–6,"No cleanup, Customizable, Nutrition labels, Easy cooking, App-based tracking, Recipe variety, Cancel-anytime",Definitely,Definitely,Discounts
32,Non-binary,75k–1L,Hyderabad,Student,8–10,<15 min,5–6,Only on weekends,2,"Grocery hassle, No time, Waste of ingredients, Don't enjoy it, Too tired",After 9 PM,Hired help,"Fusion, Vegan, Mexican, South Indian, Healthy Superfoods, Italian",Non-Vegetarian,1–2,"Balanced meals, High-protein, Quick meal-prep, Diabetes-friendly, Low-calorie, Weight loss",None,3,Never,1–2 times,>400,₹200,Debit Card,Definitely,3x/week,3–4,"No cleanup, App-based tracking, Fast delivery, Family plans",Definitely,No,Free meals
24,Male,50k–75k,Bangalore,Freelancer,10+,30–60 min,1–2,Yes,2,"Too tired, Not cost-effective, No skills, Portioning issues, Don't enjoy it",Before 7 PM,Self,"South Indian, Vegan, Mexican, Fusion",Vegetarian,3–4,"Balanced meals, Quick meal-prep, Weight loss, High-protein, Sustainable eating, Immune boost, Gut health, Low-carb",None,3,Regularly,3–4 times,150–250,₹150,UPI,Unlikely,Weekly batch,5–6,"App-based tracking, Fast delivery, Easy cooking, Customizable, Nutrition labels",Definitely,Definitely,Discounts
27,Male,50k–75k,Delhi NCR,Full-time,6–8,15–30 min,1–2,Yes,3,"No ideas, Portioning issues, Waste of ingredients, Not cost-effective, Cleaning up, Grocery hassle, Too tired",After 9 PM,Self,"Keto/High-protein, North Indian, Vegan, Chinese, Healthy Superfoods",Vegan,Never,"Weight loss, Low-calorie, Muscle gain, Quick meal-prep, Sustainable eating, Gut health, Balanced meals",None,5,Occasionally,1–2 times,<150,₹150,Wallets,Maybe,3x/week,3–4,"Easy cooking, Fast delivery, Customizable, Recipe variety, Loyalty points, Cancel-anytime",Definitely,Maybe,Not important
37,Male,75k–1L,Delhi NCR,Student,6–8,15–30 min,1–2,Yes,1,"Not cost-effective, Waste of ingredients, No ideas, No skills, Cleaning up, Grocery hassle, Portioning issues",Before 7 PM,Self,"Italian, Vegan, South Indian, Asian, Fusion, North Indian, Keto/High-protein",Vegetarian,3–4,"Diabetes-friendly, Quick meal-prep, Low-calorie, High-protein, Muscle gain",None,3,Never,5+,150–250,₹150,Credit Card,Definitely,Weekly batch,3–4,"Recipe variety, Customizable, Cancel-anytime, Fast delivery, App-based tracking",Maybe,Maybe,Discounts
37,Female,50k–75k,Hyderabad,Full-time,6–8,<15 min,5–6,No,2,"Don't enjoy it, Waste of ingredients, No skills, Not cost-effective",7–8 PM,Self,"North Indian, Keto/High-protein, Thai, Vegan, Chinese, Italian, South Indian, Fusion",Mixed,Never,"High-protein, Diabetes-friendly, Immune boost, Gluten-free, Low-calorie",None,3,Never,1–2 times,150–250,₹150,Credit Card,Definitely,Weekly batch,3–4,"Easy cooking, App-based tracking, Fast delivery, No cleanup",Definitely,Definitely,Discounts
35,Male,30k–50k,Pune,Full-time,8–10,<15 min,Daily,Only on weekends,2,"Not cost-effective, Don't enjoy it, Cleaning up, No skills, No ideas, Grocery hassle, Waste of ingredients",8–9 PM,Alternates,"Thai, Continental, Keto/High-protein, South Indian, Fusion, Italian, Vegan",Vegetarian,3–4,"Quick meal-prep, Diabetes-friendly, Balanced meals, Gut health",None,4,Regularly,Never,250–400,₹150,UPI,Definitely,3x/week,Daily,"Cancel-anytime, Loyalty points, Easy cooking, Nutrition labels, Customizable, Family plans",Definitely,Maybe,Discounts
26,Female,1.5L+,Delhi NCR,Consultant,<6,<15 min,5–6,Yes,2,"No time, Cleaning up, Too tired, Not cost-effective, Portioning issues, Waste of ingredients, Don't enjoy it, No ideas",8–9 PM,Self,"North Indian, Keto/High-protein, Italian, Chinese",Mixed,1–2,"Muscle gain, Balanced meals, Low-carb, High-protein, Weight loss",None,4,Regularly,5+,150–250,₹250,Wallets,Maybe,Daily,3–4,"Recipe variety, No cleanup, Nutrition labels, Cancel-anytime, Customizable",Definitely,Maybe,Discounts
25,Male,50k–75k,Delhi NCR,Full-time,8–10,60+ min,1–2,Only on weekends,3,"Portioning issues, Too tired, Don't enjoy it, Cleaning up, Not cost-effective, Waste of ingredients, No time, No ideas",7–8 PM,Self,"Continental, Asian, Keto/High-protein, Mexican, South Indian, Vegan, Chinese, Thai",Vegetarian,3–4,"High-protein, Low-carb, Diabetes-friendly, Muscle gain",None,3,Occasionally,1–2 times,250–400,₹150,Credit Card,Maybe,On-demand,3–4,"Cancel-anytime, Easy cooking, App-based tracking, No cleanup, Fast delivery",No,Maybe,Free meals
35,Male,1L–1.5L,Bangalore,Full-time,<6,30–60 min,5–6,Only on weekends,3,"No time, Don't enjoy it, No skills, Portioning issues, Waste of ingredients",After 9 PM,Self,"Healthy Superfoods, Asian, Mexican, Keto/High-protein",Vegan,Never,"Immune boost, High-protein, Gluten-free, Balanced meals, Low-carb, Low-calorie, Quick meal-prep, Diabetes-friendly",None,5,Occasionally,3–4 times,<150,₹250,Debit Card,Maybe,3x/week,5–6,"Loyalty points, Recipe variety, No cleanup, Family plans, Cancel-anytime, App-based tracking, Nutrition labels",Definitely,Definitely,Discounts
33,Female,75k–1L,Other,Full-time,6–8,15–30 min,3–4,No,2,"Grocery hassle, No ideas, No time, Too tired, Don't enjoy it, Portioning issues, No skills",8–9 PM,Partner,"Thai, South Indian, Mexican, Continental, Healthy Superfoods, North Indian, Keto/High-protein, Vegan",Non-Vegetarian,1–2,"Gut health, Immune boost, Sustainable eating, Low-calorie, Gluten-free, Quick meal-prep",None,4,Never,1–2 times,<150,₹200,Wallets,Maybe,On-demand,1–2,"Customizable, Family plans, Cancel-anytime, Loyalty points, Fast delivery, No cleanup, Easy cooking",Definitely,Definitely,Free meals
35,Male,50k–75k,Hyderabad,Part-time,6–8,15–30 min,5–6,Yes,3,"Portioning issues, No time, Waste of ingredients, No skills, Don't enjoy it, Not cost-effective, Cleaning up, Too tired",7–8 PM,Partner,"Continental, Thai, Vegan, North Indian, Healthy Superfoods, Keto/High-protein, Fusion",Vegetarian,1–2,"Gluten-free, Muscle gain, High-protein, Low-carb, Weight loss, Low-calorie",None,4,Never,1–2 times,250–400,₹150,Credit Card,Maybe,Weekly batch,3–4,"Cancel-anytime, Family plans, Easy cooking, Loyalty points, No cleanup, Customizable, App-based tracking, Nutrition labels",Definitely,No,Free meals
29,Female,<30k,Delhi NCR,Consultant,8–10,30–60 min,3–4,No,2,"Waste of ingredients, Too tired, No time, No ideas, Don't enjoy it, Portioning issues, Not cost-effective, Grocery hassle",7–8 PM,Partner,"Vegan, Fusion, Thai, Continental, Mexican, Healthy Superfoods, North Indian",Non-Vegetarian,1–2,"Gut health, High-protein, Muscle gain, Sustainable eating",Eggs,2,Never,5+,<150,₹250,UPI,Definitely,Weekly batch,1–2,"Family plans, App-based tracking, Loyalty points, Easy cooking, Cancel-anytime, Fast delivery",No,Definitely,Discounts
41,Male,50k–75k,Other,Full-time,10+,<15 min,Daily,Yes,1,"No skills, Waste of ingredients, Don't enjoy it, Grocery hassle, Portioning issues",8–9 PM,Partner,"Continental, Asian, Fusion, Healthy Superfoods, South Indian, Thai",Vegetarian,Never,"Sustainable eating, Weight loss, Low-calorie, Immune boost, Quick meal-prep, Low-carb",None,3,Occasionally,1–2 times,250–400,₹200,UPI,Definitely,3x/week,5–6,"Loyalty points, Customizable, Fast delivery, Nutrition labels, App-based tracking",Maybe,No,Discounts
